customer_id,customer_name,customer_address,city,country,state,zipcode,region,social_media_id,customer_email,customer_number,is_friends_with
JW-15220,Jane Waco,69953 Deon Ville Suite 967,Lawrence,United States,Massachusetts,1841,East,3366174301,newell29@lockman.info,630-713-2792,4840953717|3348954597|1301652542|6724158311|6371941623|1648895076|8902647987|7908692442|7777023182|4238825106
TD-20995,Tamara Dahlen,79897 Irving Spring Suite 307,Lowell,United States,Massachusetts,1852,East,5439381193,amber20@hotmail.com,518-582-8017,7452219638|4624394290|9813926845|5715069936|2316028005|8723676302|5814784931|2705684404|5287449396|4377780768
DB-13060,Dave Brooks,57914 Lucienne Pine,Lowell,United States,Massachusetts,1852,East,9031123035,veum.shad@gmail.com,707-173-1084,1656151608|7219459761|9904759516|2853480192|1919190894|5897997028|8494429734|9957105823|9673514007|7699641287
RR-19525,Rick Reed,97120 Vandervort Crest,Lowell,United States,Massachusetts,1852,East,1230703608,crystel44@yahoo.com,469-373-9292,5564751281|2626385503|1571178789|2626439451|2565571331|9135109466|2210064177|9376438871|6768297439|6948341991
KB-16585,Ken Black,236 Elenor Prairie,Lowell,United States,Massachusetts,1852,East,1996085285,stefan65@hotmail.com,610-436-2346,9338162407|3950041550|4078447772|2072203133|4595277929|3415020892|6797778329|6042750917|7389064597|4984655676
SC-20230,Scot Coram,20138 Dicki Islands,Lowell,United States,Massachusetts,1852,East,4532375690,erik19@goldner.com,262-803-9328,8873417723|8519581088|8048093298|6266343895|6516509833|3361572415|9282659121|6049250694|3388615807|6165322891
AA-10645,Anna Andreadi,6086 Walter Stream Suite 380,Lowell,United States,Massachusetts,1852,East,9510455087,block.camilla@gmail.com,982-180-4599,7543414867|3910705651|9256784126|6298698276|2771306102|5126961434|6208665113|4926413393|5912908801|2192789975
KM-16720,Kunst Miller,235 Kemmer Club Suite 162,Lowell,United States,Massachusetts,1852,East,5312094263,znitzsche@gmail.com,976-679-2530,5387563228|3598361741|4589265933|9410547686|8457937707|9809736263|3335515793|8507463389|6038702860|6492431829
AJ-10780,Anthony Jacobs,38855 Kory Track,Beverly,United States,Massachusetts,1915,East,3348954597,robel.rick@wiegand.com,420-527-2123,8130541813|9187143418|4543118939|5471114271|9934336631|6051255849|7333429559|8722247473|4202347837|4447556082
AR-10405,Allen Rosenblatt,195 Ryan Path,Franklin,United States,Massachusetts,2038,East,6048618672,cleve57@gmail.com,896-379-2002,4741104932|1941991607|5638065068|7895015598|5224318139|5981016698|5628337124|5245268318|7133100210|4718860620
CB-12535,Claudia Bergmann,616 Connelly Keys Apt. 220,Franklin,United States,Massachusetts,2038,East,2947727169,arnold.davis@hotmail.com,731-117-5518,6302456226|9882041374|8457937707|8212673835|8953433634|1451110852|9486435722|1888663733|9718711235|1641800394
HA-14905,Helen Abelman,456 Crist Greens,Franklin,United States,Massachusetts,2038,East,6022897396,effertz.ephraim@wyman.com,267-167-5322,8965740868|8718487876|4573940025|5950050114|3166478907|5186924415|7727348628|3960934545|6520899953|1555143587
GM-14455,Gary Mitchum,80238 Connelly Valley Suite 418,Franklin,United States,Massachusetts,2038,East,9424271386,bshanahan@larkin.info,472-474-2525,7157355447|8476350011|9555277704|2799720126|6606144848|9315343355|5576888350|7700827531|9604985175|3273486887
KT-16480,Kean Thornton,548 Fletcher Ville,Franklin,United States,Massachusetts,2038,East,9074939591,erwin71@hotmail.com,175-140-3155,5362778706|1487075324|9417450722|5312094263|1099591519|5259915803|6249879178|9569721973|2337710812|6489568351
DR-12940,Daniel Raglin,68154 Okuneva Rue,Franklin,United States,Massachusetts,2038,East,3576040626,dena.hills@rempel.com,777-539-3888,9313778501|5791526067|2598822420|4560256129|3330559555|2916355325|1385184322|2929245977|1644232802|2529938169
EM-13810,Eleni McCrary,66007 Daugherty Skyway,Franklin,United States,Massachusetts,2038,East,8642555894,mgrant@gmail.com,787-423-5386,2297870595|6299350711|1615875890|2797565467|8802726285|7808325353|9594712489|3536608935|3719373177|1333477792
AG-10300,Aleksandra Gannaway,24491 Valentine Bridge,Franklin,United States,Massachusetts,2038,East,3811358347,kreiger.barbara@yahoo.com,746-547-9806,6004204216|3878313760|3961261979|1078956307|1909506422|6279129005|7833825348|1468222725|9879486502|3095524360
EJ-14155,Eva Jacobs,896 Odie Junctions Apt. 200,Franklin,United States,Massachusetts,2038,East,5809008761,wblick@gmail.com,323-503-3204,7633118206|7483488122|3457691708|7829231409|1389961750|4243990893|1175584963|5338249334|9729386349|1912713454
RM-19675,Robert Marley,157 Hettinger Valleys,Cambridge,United States,Massachusetts,2138,East,5075078704,umohr@haag.com,201-879-7906,6048618672|6828727489|2511441229|5212811765|9595704517|1520422569|5806665388|7093983445|1420013920|6285666737
PV-18985,Paul Van Hugh,1328 Senger Burg,Cambridge,United States,Massachusetts,2138,East,5074038774,mccullough.jarred@jakubowski.com,540-282-7831,6830318974|4692132650|5279412192|6202117105|6187052093|5772211732|2249597635|9664869716|3966267009|7450203467
HD-14785,Harold Dahlen,55273 Vandervort Extension,Cambridge,United States,Massachusetts,2138,East,2297870595,jacinto71@auer.biz,301-269-6976,6485692242|9576521292|6542895142|8176922273|6129587815|5404560362|9319874042|1609488495|4199274508|8977321956
CS-12355,Christine Sundaresam,98271 Lesch Loaf Apt. 127,Malden,United States,Massachusetts,2148,East,5710594266,anderson.freeman@hotmail.com,124-514-4597,5914276085|2269778528|2057550695|2821979277|8390543257|7853907562|9996920350|8482613762|7852361122|5530554876
AP-10720,Anne Pryor,75722 Augustus Street Apt. 343,Malden,United States,Massachusetts,2148,East,1096198295,vziemann@yahoo.com,758-865-6000,7922344338|3210068670|3377374584|7672426025|5186435301|4826881721|2109296075|8705192231|9958047124|5099589162
CL-11890,Carl Ludwig,614 Leuschke Glens,Everett,United States,Massachusetts,2149,East,3253458132,xberge@hotmail.com,111-665-6202,6147452943|9904759516|3699448134|1263484572|2691369609|9589837341|4936898773|5020272197|3881747846|9253289787
XP-21865,Xylona Preis,9144 Annetta Well,Everett,United States,Massachusetts,2149,East,6054636793,lkreiger@gmail.com,638-660-7372,4871908576|4054979204|5364174348|2691369609|844842965|2752949202|4764352747|3372280601|7693494730|8333180616
CK-12205,Chloris Kastensmidt,470 Klein Cove,Everett,United States,Massachusetts,2149,East,3950041550,kmante@hotmail.com,665-543-5709,8919942015|8631089052|6886013423|8791135637|9392790278|1207186758|8259571217|3895312215|7827064838|3095334063
TH-21550,Tracy Hopkins,65747 West Station,Everett,United States,Massachusetts,2149,East,8497362148,evans.kihn@little.org,549-348-5069,3004030925|1905393589|9501315206|1085555597|1656151608|4807865727|7438880222|8431553760|4119105862|9145489957
MA-17560,Matt Abelman,712 Towne Cove Apt. 173,Everett,United States,Massachusetts,2149,East,1772589046,flindgren@yahoo.com,456-415-9892,7237436021|5055856142|1571178789|2267435072|4190777602|7372891328|2353130904|9044626447|3591678473|7678408866
SF-20065,Sandra Flanagan,14293 Huels Glen,Everett,United States,Massachusetts,2149,East,4314387988,pierre95@simonis.org,353-767-4701,3866305173|4994437786|4159487795|4452248737|6886013423|1410595828|2525260535|2320838153|2606414789|1959359004
SA-20830,Sue Ann Reed,5604 Reilly Mews Suite 242,Everett,United States,Massachusetts,2149,East,7465025587,emmerich.myrtle@hotmail.com,106-864-7694,8873417723|2694609367|4910498558|7402077045|1476178103|5927178952|4637853584|1856800899|3507430555|9271456174
TC-21295,Toby Carlisle,12313 Felicia Greens Apt. 298,Everett,United States,Massachusetts,2149,East,3213381270,spinka.pansy@frami.biz,516-957-8642,8953433634|8608103797|1913710229|9531054746|7771521211|9970351654|1567906404|8190165025|2984853250|1507553008
Dp-13240,Dean percer,7537 Donnie Freeway,Revere,United States,Massachusetts,2151,East,5014424791,apfeffer@parisian.com,314-387-6314,4847965136|9396453198|7199271931|4291761917|2405932498|4929758878|5427428610|5142498155|4889879245|6561463765
EH-13765,Edward Hooks,55112 Reid Mission,Revere,United States,Massachusetts,2151,East,4116599949,cristian.dicki@mohr.net,686-318-7612,9333053577|7783190500|7645821705|2626439451|6630987165|4207428843|7348367309|8153968224|2714558501|9025452160
KH-16330,Katharine Harms,7889 Tanya Villages,Revere,United States,Massachusetts,2151,East,8891107298,bgoyette@bednar.com,389-535-4214,8807871292|8130541813|6620741266|2261404265|3795224224|6354381920|4239533378|1409554894|7144172639|9736326066
AR-10540,Andy Reiter,65144 Lesly Loaf,Quincy,United States,Massachusetts,2169,East,3591219837,nicolas.german@gmail.com,616-867-7138,9074939591|9328585868|9328585868|3950041550|2153387595|4260576128|1201131169|6379933173|3054718287|5169528056
TB-21055,Ted Butterfield,3205 Schumm Plain,Quincy,United States,Massachusetts,2169,East,5898635960,george52@yahoo.com,365-612-9161,5034689280|1895265964|8879067828|1905393589|1245285186|3470941580|7469599648|4219217780|9937093590|6424815663
FM-14290,Frank Merwin,2238 Blanca Lane,Quincy,United States,Massachusetts,2169,East,6312596587,addie.green@armstrong.com,757-108-1168,2319393919|9303383689|8718487876|9313778501|5391117173|8457112513|5329580937|3811357628|2340073540|7823370472
DH-13675,Duane Huffman,2178 Hailee Ridge,Quincy,United States,Massachusetts,2169,East,6277830592,quitzon.jayda@runolfsson.com,658-102-7982,4760080759|8176922273|1078956307|8523069496|3857752606|2822637891|4744808433|4392185127|9046761659|3190536500
SC-20095,Sanjit Chand,555 Marvin Rapids,Quincy,United States,Massachusetts,2169,East,2664067891,zschuppe@kemmer.net,671-273-8473,4478478098|1817942411|6138129254|3907661766|6452799528|2286020238|1475599012|2795027635|4859693121|4959782279
SC-20440,Shaun Chance,6527 Eloisa Station Suite 127,New Bedford,United States,Massachusetts,2740,East,1995864019,wcasper@yahoo.com,332-516-2908,4962052013|7347385259|6426811091|6516509833|7616091169|4026083941|7263066868|7894444411|1518637531|7791949553
KN-16390,Katherine Nockton,1093 Gladys Extension Apt. 438,New Bedford,United States,Massachusetts,2740,East,4332859716,earl49@hotmail.com,415-762-1088,6830318974|3540646538|6426811091|4589265933|8405322385|4614788320|3504434441|4292637940|9249916404|9806982587
CM-12160,Charles McCrossin,5439 Zelda Street Suite 591,New Bedford,United States,Massachusetts,2740,East,4426157600,walter24@cole.com,585-687-8284,9926057350|2278821158|3148493745|8188838280|2541148625|2684854647|7464335077|2829897562|5917949273|5033854110
NC-18535,Nick Crebassa,48294 Gulgowski Island,New Bedford,United States,Massachusetts,2740,East,2495544902,berniece93@prohaska.com,125-543-8705,3094016309|1794046897|1897596290|4696179532|6138129254|2345428021|4217600350|8717779661|6798818097|9302715235
SS-20140,Saphhira Shifley,182 Durgan Lodge,Warwick,United States,Rhode Island,2886,East,9333053577,mallory17@metz.com,161-759-8545,9469190274|2875665004|5969388433|5669704044|4670904567|2441602249|8794066251|8516943473|7234347364|2385294077
CP-12340,Christine Phan,369 Bessie Islands Apt. 793,Warwick,United States,Rhode Island,2886,East,7759433903,sporer.pinkie@yahoo.com,830-883-3412,2422777110|1651117431|6689340566|9644155359|3878313760|6533074345|3183852715|6724631428|1893812102|1355445826
CA-11965,Carol Adams,607 Waldo Ports,Warwick,United States,Rhode Island,2886,East,2626385503,ctromp@pacocha.info,615-272-9421,9576521292|4006125191|7620021143|7038487118|4244414269|8158875361|8486962185|4876577352|6860864321|5330564567
KH-16690,Kristen Hastings,9285 Konopelski Junction,Woonsocket,United States,Rhode Island,2895,East,5914276085,darby22@ryan.org,690-781-1736,9713300495|2046698934|7711651593|1598209619|6168989452|7359319965|4355529540|7142540887|6770191090|6240164014
DJ-13510,Don Jones,840 Durgan Roads Suite 601,Woonsocket,United States,Rhode Island,2895,East,4097094053,rebeka92@hotmail.com,739-391-1305,8417904019|4766625300|8882483611|6241398959|7452219638|5062054882|8539277282|1285163655|3546324409|8003194119
GM-14500,Gene McClure,255 Winifred Shoals Apt. 759,Providence,United States,Rhode Island,2908,East,9069159299,joanne.raynor@mccullough.com,925-509-5671,8505808520|5811810921|2241953768|6240512620|9057497567|3583156209|6449757184|8899880296|3347124177|3822115456
BD-11320,Bill Donatelli,4511 Hattie Tunnel,Providence,United States,Rhode Island,2908,East,9330998216,rodriguez.kennedy@yahoo.com,113-914-7834,8491964357|4297390009|4297390009|1120381356|9222726371|5122697039|2022398891|9159884756|3836342981|6298317501
RH-19510,Rick Huthwaite,4108 Tromp Squares,Providence,United States,Rhode Island,2908,East,3745406667,bette55@yahoo.com,833-181-1725,9897653967|4428628850|2324121067|4540079761|3814983300|3552567364|6680115033|2698711232|3222249582|6768956971
JG-15310,Jason Gross,67714 Nina Street Apt. 577,Providence,United States,Rhode Island,2908,East,1947309827,batz.lisandro@reinger.com,251-707-7208,2620864164|9788868199|3866305173|8389103136|2168465410|6924462664|4793494933|7989446247|2646251305|8170731739
ES-14080,Erin Smith,142 Willms Course Suite 866,Providence,United States,Rhode Island,2908,East,8966191747,alexandre98@denesik.com,318-857-7584,8551364372|3610476177|1671411472|7483488122|1349690710|1938426275|8713127349|5050345380|9743398449|1396269506
BE-11455,Brad Eason,13283 Gia Well,Providence,United States,Rhode Island,2908,East,1367638825,jeanette.barrows@hotmail.com,230-133-4539,9417450722|7788912041|6671172847|1981247958|9500186188|2926159479|9456640657|7581869534|7510065491|7935240902
LS-16945,Linda Southworth,5152 Camden Forest Apt. 582,Providence,United States,Rhode Island,2908,East,1569622478,predovic.merlin@hotmail.com,207-774-2115,3814983300|6002058725|4097094053|6886013423|4595426020|5006061451|5991829402|4875632910|5166904610|3766250772
DB-13270,Deborah Brumfield,775 Thompson Port Suite 174,Providence,United States,Rhode Island,2908,East,5669704044,isobel.mcdermott@yahoo.com,320-509-6392,4871908576|7363170067|7402077045|5387563228|2224733297|8855269407|8100353399|5800176240|7820381340|1138598042
CK-12595,Clytie Kelty,25552 Hodkiewicz Land Apt. 668,Providence,United States,Rhode Island,2908,East,7033650356,ortiz.leonor@yahoo.com,829-967-3195,2416156058|8549362104|5215724023|5720831050|8196750550|4463063785|2143333531|5524830731|4541600632|5784162386
TH-21115,Thea Hudgings,6957 Romaguera Bypass,Providence,United States,Rhode Island,2908,East,2072203133,ywunsch@denesik.info,284-924-9694,6054636793|2419052505|8544004304|2055777260|1794046897|6400151209|3333330039|4898990238|6458154628|3343956850
KM-16375,Katherine Murray,704 Haag Crossing Suite 167,Providence,United States,Rhode Island,2908,East,8260373732,stacey00@turcotte.com,118-827-7832,9478820332|9665111581|6371941623|1817942411|8775815169|9557918549|7933859922|1199789834|6060896777|8961383636
AA-10375,Allen Armold,55002 Koch Port,Providence,United States,Rhode Island,2908,East,2153387595,geovanny.rath@russel.info,201-387-9861,4376877727|1831012793|6179568370|7490150064|2897450923|7724105839|6215838804|9247674717|3512051133|3269711243
AM-10705,Anne McFarland,384 Wilbert Park,Cranston,United States,Rhode Island,2920,East,2606508007,yoshiko34@streich.com,503-993-6349,5669704044|1744702579|7702666921|3213381270|5475958016|3538888796|3902343240|1162122218|2754915498|2376331565
BP-11050,Barry Pond,611 Barton Crescent,Cranston,United States,Rhode Island,2920,East,4469561667,mann.max@hotmail.com,358-883-3248,9315927575|2072203133|4812066515|6874904391|7633118206|4723922132|7759489808|7311374224|4096394994|7052023261
CW-11905,Carl Weiss,1336 Mariano Forges,Cranston,United States,Rhode Island,2920,East,2419052505,schneider.alexie@halvorson.biz,493-440-9476,9483354518|6908348319|3167470035|5212811765|8549362104|6471247592|6197414890|4023817201|2388276763|8144187538
AH-10075,Adam Hart,9862 Hauck Shoal Suite 650,Cranston,United States,Rhode Island,2920,East,4560256129,nflatley@yahoo.com,117-731-1970,4787387625|1225165003|5517974467|7472706347|1177925204|2807428617|3962723639|6311295554|9832626772|2323633951
SC-20575,Sonia Cooley,34039 Conn Vista,Cranston,United States,Rhode Island,2920,East,5593710122,dnikolaus@yahoo.com,882-289-8932,7672426025|7015149302|1078956307|5364174348|4173311425|1587714424|6258537521|5119763001|2554771122|1921025944
VM-21835,Vivian Mathis,364 Windler Passage Apt. 706,Nashua,United States,New Hampshire,3060,East,8390543257,micaela.koepp@cummerata.info,943-793-4175,8966191747|7216296504|5416719945|2611651951|2300138495|2415946394|1431883525|3956015613|7930949961|3553826767
TB-21520,Tracy Blumstein,749 Mallie Crossing Suite 980,Concord,United States,New Hampshire,3301,East,5521136195,hmurazik@goldner.com,549-217-7376,3316939875|1922516361|5830259655|7342914587|4151625211|3371113088|6908603924|2472895310|1521659680|9458817961
CC-12430,Chuck Clark,20802 Upton Harbor,Concord,United States,New Hampshire,3301,East,9256784126,eloise01@yahoo.com,194-856-3596,2297870595|2531805009|4863941154|9580918967|3377374584|3182795968|3922545586|3140020185|3856574111|1770043333
AB-10060,Adam Bellavance,2931 Lind Knoll,Concord,United States,New Hampshire,3301,East,1495744065,weldon14@yahoo.com,542-815-8793,5224318139|2269778528|8819512761|9882041374|5715069936|6358637450|6600875681|5105752217|2819414826|8834468819
JE-15610,Jim Epp,861 Dustin Course Suite 711,Concord,United States,New Hampshire,3301,East,1263484572,warren28@cummerata.com,571-335-8210,9175263101|1185786026|7856120170|8704887772|4156966581|1222884255|7634566520|9144693089|2443158683|9262097521
MG-17890,Michael Granlund,628 Corine Parks,Concord,United States,New Hampshire,3301,East,9555277704,henry75@bartoletti.info,496-410-9836,2518746587|2319393919|4151625211|7704519707|1630221260|2512632652|8406349980|9075888764|1276231424|9858994668
SB-20185,Sarah Brown,69627 Hamill Stream Suite 229,Concord,United States,New Hampshire,3301,East,2611651951,huel.tyrell@yahoo.com,352-342-3434,4812066515|4595426020|8718487876|8704887772|7958060098|9124043027|6278975013|7819402374|3768156946|6816936606
LO-17170,Lori Olson,261 Swaniawski Fall Suite 030,Concord,United States,New Hampshire,3301,East,9897653967,tkovacek@gmail.com,317-984-9300,2613973257|3258299285|5844862329|5844862329|3153393511|9467940130|8232904435|4570749629|6798650564|7725749367
TS-21505,Tony Sayre,3267 Boyer Row,Concord,United States,New Hampshire,3301,East,6147452943,justine.gerlach@gorczany.net,201-416-7520,5888592345|3196048801|2525419911|5881182381|5312094263|5634820191|6474770968|3410767749|4794067593|9496170661
HP-14815,Harold Pawlan,713 Larson Key,Concord,United States,New Hampshire,3301,East,1651117431,bode.tremaine@mante.com,766-872-2094,1219047917|2311876141|2933403678|2296876975|760399264|4734859799|3229096535|3444615761|2521014627|9129531843
RF-19345,Randy Ferguson,6094 Littel Port Suite 129,Dover,United States,New Hampshire,3820,East,3330559555,wsauer@terry.com,984-196-1979,3106753851|4595277929|5341556679|9410547686|2072203133|5599492884|5905637345|7814570106|1577531564|4063138024
EP-13915,Emily Phan,9902 Hills Stream Suite 539,Dover,United States,New Hampshire,3820,East,6298698276,suzanne.baumbach@leuschke.net,996-368-5813,1285657443|2172456596|1996085285|5950050114|8389335073|7563603259|9553492318|7725057967|6315935102|7577311057
SP-20860,Sung Pak,59450 Lafayette Club Suite 982,Dover,United States,New Hampshire,3820,East,7147395178,imani.gaylord@oberbrunner.biz,269-455-8608,4439812376|7136521365|9313778501|3343159329|1766143321|1590139106|6704994840|4432925494|7318002984|4928893512
PM-19135,Peter McVee,9019 Conn Village,Dover,United States,New Hampshire,3820,East,9489599794,jhudson@gmail.com,639-673-6781,9060571291|3811358347|3006033180|3085289716|4426157600|3320526531|4154096615|3203122679|8169752875|5231469461
PS-19045,Penelope Sewall,4744 Alanna Street,Lewiston,United States,Maine,4240,East,7590784576,clark42@yahoo.com,109-319-1081,8288714429|7070400362|5950050114|1012115485|1549186931|7658709766|7349539868|6009085055|9558967519|9263518670
LA-16780,Laura Armstrong,640 Becker Pine,Bangor,United States,Maine,4401,East,7226107721,robert73@oberbrunner.com,199-657-6515,8449454784|3673649444|9015003099|8629005478|8704887772|9818961359|3283760356|1568744242|9642349071|4893094214
ML-17395,Marina Lichtenstein,42566 Braun Flats Apt. 208,Bangor,United States,Maine,4401,East,8476350011,stephan.reichel@hotmail.com,295-355-5450,1673039871|9962814234|3600091957|8052663820|2591358206|7709808111|5270517991|8236450116|3856460023|7652416569
CA-12310,Christine Abelman,1425 Littel Ville,Bristol,United States,Connecticut,6010,East,9086415153,okon.callie@zieme.com,560-516-8272,4943193145|3501678650|3167470035|3187154245|8596623440|4487903013|4536111192|2767749723|1267153165|8519189960
AT-10735,Annie Thurman,4104 Reed Greens Apt. 652,Bristol,United States,Connecticut,6010,East,8999568977,kiel.senger@ritchie.biz,453-354-3743,4418429077|3759146570|844842965|1639254836|3576040626|4476431251|6360479402|9599644735|7558719898|8670982667
MK-17905,Michael Kennedy,745 Hyatt Gardens,Manchester,United States,Connecticut,6040,East,8198573639,retha19@hand.info,919-609-5888,3196048801|3247524708|2966735678|6516509833|4522427159|7060874830|4896946654|8143864545|3302744569|5251525825
NM-18520,Neoma Murray,1377 Felix Freeway,Manchester,United States,Connecticut,6040,East,8730498737,cwhite@blick.com,501-440-2811,9382432618|3554883814|5326612988|8952057370|2418305459|4229670772|6088365876|7426040703|3299383012|7563030106
JF-15190,Jamie Frazer,61377 Schulist Estates,Manchester,United States,Connecticut,6040,East,4788341704,hartmann.marielle@yahoo.com,915-799-8356,9424271386|4802140322|4314387988|2613973257|7205197399|8240108087|7363397547|4842061073|2246242021|8801926247
TB-21625,Trudy Brown,64819 Rex Forks Apt. 112,Manchester,United States,Connecticut,6040,East,1006840273,enoch22@yahoo.com,439-661-5478,8608103797|2369851242|9510455087|9392699788|8207380806|3199804933|9996495646|5916670669|5343928587|8381641851
SC-20050,Sample Company A,9252 Clarabelle Inlet,Norwich,United States,Connecticut,6360,East,9665111581,graham.katheryn@shields.com,316-522-9600,3857073985|4366173215|7177602422|1929935441|1099591519|1862582425|2893810303|5978252053|1882477129|3918735302
CP-12085,Cathy Prescott,562 Maria Stream Apt. 896,Norwich,United States,Connecticut,6360,East,9788868199,anibal.daugherty@yahoo.com,209-719-9336,4540079761|4121746429|7865889040|1663877726|2493885350|2932088646|6646039980|2888208029|3847060100|7443186038
LW-17125,Liz Willingham,829 Kuvalis Ferry Apt. 214,Norwich,United States,Connecticut,6360,East,8609132919,bkuphal@gottlieb.com,667-638-6799,3759146570|4374089907|3190980473|6284443431|4595426020|5629197301|9194757486|7426160369|7368746251|9181045819
IG-15085,Ivan Gibson,9738 Rosenbaum Row,Norwich,United States,Connecticut,6360,East,5308547549,vance.rippin@gmail.com,262-721-7350,5733455903|3247524708|1219047917|5924467152|2316028005|3329930139|6979855432|2414255461|4717836080|2625116459
RM-19375,Raymond Messe,25780 Ferry Skyway Apt. 030,Meriden,United States,Connecticut,6450,East,6302456226,florencio.zboncak@hyatt.net,453-410-2699,4371783247|7017113113|8534923177|6995323718|8808253064|6430637804|9754212427|9542280543|3018137665|5590606408
AT-10435,Alyssa Tate,347 Turner Lodge,Meriden,United States,Connecticut,6450,East,6845572251,houston12@bechtelar.com,140-514-5405,3454688701|1664648892|7017113113|4683482075|844842965|3987619025|5725259913|9108320686|4451287384|3179443637
RS-19420,Ricardo Sperren,398 Daugherty Ports Apt. 432,Meriden,United States,Connecticut,6450,East,4802919025,runolfsdottir.ricky@douglas.com,496-541-7740,8891107298|3423030041|7627853644|7900216318|4094465321|3572525822|9060598121|8785447655|3304997767|1811342592
